Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
1133,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,29750,Agency D,73260,Agency D Program 2,2531,Successful Students,12977,Strategy,11869,632014,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14845,Is anyone BETTER OFF?,21911,935162,# & % of participating students with at least one parent/guardian overcoming one or more obstacles to school attendance (Better Off) 2.1B,Submitted,135358,Better Off,0.0,0.0,0,50.0
1134,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,29750,Agency D,73260,Agency D Program 2,2531,Successful Students,12977,Strategy,11869,632014,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14844,How WELL did we do it?,21903,935158,# & % of participating students with at least one parent/guardian participating in the intervention(s) (How Much) SSIC 2.1B,Submitted,135360,How Well,0.0,0.0,0,50.0
1135,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,29750,Agency D,73260,Agency D Program 2,2531,Successful Students,12977,Strategy,11869,632014,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14843,How MUCH did we do?,21913,935163,# of participating students completing intervention(s) demonstrating increased attendance (Better Off) SSIC 2.1B,Submitted,135352,How Much,0.0,0.0,0,35.0
1136,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,29750,Agency D,73260,Agency D Program 2,2531,Successful Students,12977,Strategy,11869,632014,Increase student and guardian ability to overcome obstacles to school attendance (Indicator 2.1B),14843,How MUCH did we do?,21898,935155,# of students enrolled in intervention(s) (How Much) SSIC 2.1B,Submitted,135352,How Much,0.0,0.0,0,70.0
82,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18498,Agency E,73229,Agency E Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631749,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14844,How WELL did we do it?,21618,934138,# & % of participating clients completing program (How Well) SIFIC 1A,Submitted,135360,How Well,0.0,0.0,0,51.0
83,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18498,Agency E,73229,Agency E Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631749,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14844,How WELL did we do it?,21616,934137,# & % of participating clients meeting program dosage requirements (How Well) SIFIC 1A,Submitted,135360,How Well,0.0,0.0,0,51.0
84,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18498,Agency E,73229,Agency E Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631749,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14845,Is anyone BETTER OFF?,21628,934143,# & % of participating clients with income above 200% Federal Poverty Level 3 months after program completion (Better Off) SIFIC 1A,Submitted,135358,Better Off,0.0,0.0,0,40.0
85,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18498,Agency E,73229,Agency E Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631749,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14845,Is anyone BETTER OFF?,21626,934142,# & % of participating clients with income above 200% Federal Poverty Level 6 months after program completion (Better Off) SIFIC 1A,Submitted,135358,Better Off,0.0,0.0,0,41.0
86,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18498,Agency E,73229,Agency E Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631749,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14845,Is anyone BETTER OFF?,21624,934141,# & % of participating clients with income above 200% Federal Poverty Level at the time of program completion (Better Off) SIFIC 1A,Submitted,135358,Better Off,0.0,0.0,0,4.0
87,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18498,Agency E,73229,Agency E Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631749,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14845,Is anyone BETTER OFF?,21622,934140,# & % of participating clients with income increase at the time of program completion (Better Off) SIFIC 1A,Submitted,135358,Better Off,0.0,0.0,0,5.0
88,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18498,Agency E,73229,Agency E Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631749,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14845,Is anyone BETTER OFF?,21620,934139,# & % of participating clients with increased educational attainment at the time of program completion (Better Off) SIFIC 1A,Submitted,135358,Better Off,0.0,0.0,0,51.0
89,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18498,Agency E,73229,Agency E Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631749,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14844,How WELL did we do it?,21615,934136,# & % of recruited people who were enrolled in program (How Well) SIFIC 1A,Submitted,135360,How Well,0.0,11.0,12,79.0
90,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18498,Agency E,73229,Agency E Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631749,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14843,How MUCH did we do?,21614,934135,# of people under 200% Federal Poverty Level enrolled in program (How Much) SIFIC 1A,Submitted,135352,How Much,6.0,11.0,12,63.0
91,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18498,Agency E,73229,Agency E Program 1,2532,Strong Individuals and Families,12977,Strategy,11852,631749,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14843,How MUCH did we do?,21613,934134,# of people under 200% Federal Poverty Level recruited for program (How Much) SIFIC 1A,Submitted,135352,How Much,6.0,11.0,12,79.0
145,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24363,Indicator 3,18498,Agency E,73230,Agency E Program 2,2532,Strong Individuals and Families,12977,Strategy,11862,631770,"Provide and/or build capacity for organizations that offer education and workforce development (e.g. adult basic education and/or non-degree certificates, industry-specific certificates or other career pathways) to women of color. Indicator 3B)",14844,How WELL did we do it?,21782,934305,# & % of all participating clients completing second stage of advancement (How Well) SIFIC 3B,Submitted,135360,How Well,0.0,0.0,0,31.0
146,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24363,Indicator 3,18498,Agency E,73230,Agency E Program 2,2532,Strong Individuals and Families,12977,Strategy,11862,631770,"Provide and/or build capacity for organizations that offer education and workforce development (e.g. adult basic education and/or non-degree certificates, industry-specific certificates or other career pathways) to women of color. Indicator 3B)",14844,How WELL did we do it?,21780,934303,# & % of all participating clients enrolling in second stage of programming towards further advancement (How Well) SIFIC 3B,Submitted,135360,How Well,0.0,0.0,0,53.0
147,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24363,Indicator 3,18498,Agency E,73230,Agency E Program 2,2532,Strong Individuals and Families,12977,Strategy,11862,631770,"Provide and/or build capacity for organizations that offer education and workforce development (e.g. adult basic education and/or non-degree certificates, industry-specific certificates or other career pathways) to women of color. Indicator 3B)",14845,Is anyone BETTER OFF?,21784,934307,# & % of all participating clients with additional income increase after completing second stage of advancement (Better Off) SIFIC 3B,Submitted,135358,Better Off,0.0,0.0,0,28.0
148,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24363,Indicator 3,18498,Agency E,73230,Agency E Program 2,2532,Strong Individuals and Families,12977,Strategy,11862,631770,"Provide and/or build capacity for organizations that offer education and workforce development (e.g. adult basic education and/or non-degree certificates, industry-specific certificates or other career pathways) to women of color. Indicator 3B)",14844,How WELL did we do it?,21618,934296,# & % of participating clients completing program (How Well) SIFIC 1A,Submitted,135360,How Well,7.0,0.0,0,72.0
149,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24363,Indicator 3,18498,Agency E,73230,Agency E Program 2,2532,Strong Individuals and Families,12977,Strategy,11862,631770,"Provide and/or build capacity for organizations that offer education and workforce development (e.g. adult basic education and/or non-degree certificates, industry-specific certificates or other career pathways) to women of color. Indicator 3B)",14844,How WELL did we do it?,21616,934295,# & % of participating clients meeting program dosage requirements (How Well) SIFIC 1A,Submitted,135360,How Well,7.0,0.0,0,72.0
150,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24363,Indicator 3,18498,Agency E,73230,Agency E Program 2,2532,Strong Individuals and Families,12977,Strategy,11862,631770,"Provide and/or build capacity for organizations that offer education and workforce development (e.g. adult basic education and/or non-degree certificates, industry-specific certificates or other career pathways) to women of color. Indicator 3B)",14845,Is anyone BETTER OFF?,21777,934301,# & % of participating clients with income above the median income for women of color 3 months after program completion (Better Off) SIFIC 3B,Submitted,135358,Better Off,0.0,0.0,0,34.0
151,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24363,Indicator 3,18498,Agency E,73230,Agency E Program 2,2532,Strong Individuals and Families,12977,Strategy,11862,631770,"Provide and/or build capacity for organizations that offer education and workforce development (e.g. adult basic education and/or non-degree certificates, industry-specific certificates or other career pathways) to women of color. Indicator 3B)",14845,Is anyone BETTER OFF?,21775,934300,# & % of participating clients with income above the median income for women of color 6 months after program completion (Better Off) SIFIC 3B,Submitted,135358,Better Off,0.0,0.0,0,34.0
